0.060029,0.006041,0.001921,0.001275,0.002044,0.00289,0.003771,0.004244,0.005341,0.005623,0.006888,0.009414,0.012856,0.019109,0.030921,0.050253,0.082376,0.119765,0.162366,0.200505,0.232546,0.274477,0.529412,1
0.045974,0.004563,0.001498,0.001206,0.001642,0.00275,0.003265,0.003855,0.004581,0.005139,0.006689,0.009191,0.012601,0.018643,0.030433,0.047765,0.082709,0.126146,0.176104,0.230066,0.285684,0.357353,0.918699,1
0.055662,0.004873,0.001438,0.001313,0.001918,0.00287,0.003535,0.003906,0.005109,0.005255,0.007084,0.009565,0.013404,0.020244,0.031384,0.049651,0.091992,0.137273,0.201971,0.266499,0.329274,0.398738,1.165517,1
0.053789,0.004877,0.001395,0.001007,0.001812,0.002952,0.003293,0.003797,0.004413,0.00505,0.006704,0.009308,0.012772,0.019657,0.029667,0.048324,0.080131,0.133962,0.181796,0.241684,0.302588,0.372279,0.899251,1
0.049514,0.004254,0.001258,0.001,0.001665,0.002712,0.003143,0.003571,0.004429,0.005205,0.006385,0.008569,0.01188,0.018888,0.029069,0.047988,0.079864,0.136052,0.176827,0.220914,0.246342,0.255059,0.256007,1
0.047937,0.004233,0.001256,0.001062,0.001615,0.002913,0.003359,0.00358,0.004667,0.005264,0.006814,0.008809,0.01262,0.019074,0.030829,0.049686,0.081358,0.135565,0.179094,0.231894,0.272384,0.301661,0.327381,1
0.050686,0.004563,0.001412,0.000973,0.001657,0.002819,0.003249,0.003639,0.004432,0.00491,0.00642,0.009214,0.013013,0.019699,0.030508,0.048062,0.082545,0.130102,0.189769,0.268556,0.355042,0.454043,0.659283,1
0.049591,0.004821,0.001512,0.001074,0.001646,0.002816,0.003491,0.003718,0.004546,0.005244,0.006996,0.008872,0.012288,0.019655,0.030764,0.047427,0.082577,0.126702,0.192384,0.285368,0.401058,0.551554,0.920294,1
0.04466,0.004569,0.001363,0.001066,0.001602,0.002521,0.0032,0.003505,0.004315,0.005011,0.006736,0.009031,0.012554,0.018151,0.030432,0.049434,0.083087,0.126719,0.200733,0.312441,0.468392,0.703603,1.699091,1
0.044084,0.004192,0.001151,0.000833,0.001399,0.002431,0.003026,0.003032,0.003628,0.004433,0.006126,0.007849,0.011207,0.017155,0.027423,0.044394,0.078105,0.107782,0.175984,0.258418,0.35034,0.458878,0.845329,1
0.036442,0.003467,0.001117,0.000821,0.001371,0.002299,0.002846,0.003246,0.003786,0.004417,0.005971,0.008124,0.011339,0.017805,0.029101,0.046608,0.077045,0.116262,0.187344,0.289819,0.414416,0.566966,1.030986,1
0.036012,0.003437,0.001232,0.000866,0.001419,0.002191,0.002437,0.002853,0.003728,0.00411,0.006,0.008652,0.011247,0.018028,0.029132,0.044494,0.074561,0.108527,0.186504,0.306652,0.478165,0.728221,1.498575,1
0.036193,0.003497,0.001169,0.00086,0.001337,0.002005,0.002608,0.002927,0.00386,0.004282,0.005887,0.008419,0.011329,0.01776,0.029049,0.046599,0.077494,0.1092,0.197376,0.332333,0.537332,0.86734,2.880637,1
0.039883,0.003706,0.001182,0.000978,0.001441,0.002146,0.002796,0.003033,0.003712,0.004604,0.006304,0.008626,0.01193,0.018203,0.029951,0.049463,0.079411,0.113945,0.194992,0.311292,0.467845,0.70388,1.745455,1
0.036002,0.003576,0.001249,0.000813,0.001307,0.002059,0.002641,0.003024,0.00385,0.004399,0.005805,0.008495,0.011848,0.017932,0.030642,0.048717,0.078772,0.112549,0.197037,0.331603,0.549193,0.971867,4.206897,1
0.039,0.003573,0.001171,0.000882,0.001365,0.001988,0.002804,0.003061,0.003803,0.004332,0.005987,0.008166,0.011551,0.018104,0.029193,0.047105,0.077994,0.107058,0.183234,0.292045,0.457935,0.823352,1,1
0.035262,0.003142,0.001132,0.000849,0.001279,0.001871,0.002444,0.002771,0.003314,0.004396,0.005548,0.007871,0.011493,0.017978,0.028068,0.046403,0.079236,0.109037,0.183895,0.28438,0.425814,0.743639,1,1
0.033671,0.003145,0.001111,0.000843,0.001291,0.001919,0.002418,0.002795,0.003435,0.003995,0.005871,0.008134,0.011587,0.017479,0.028584,0.047762,0.079764,0.115877,0.185988,0.283258,0.415118,0.688984,1,1
0.034235,0.003133,0.001022,0.000766,0.001151,0.001784,0.002186,0.002487,0.00341,0.003869,0.005751,0.007954,0.011035,0.018131,0.030475,0.045894,0.082804,0.117694,0.19459,0.309869,0.493726,0.969341,1,1
0.035285,0.002765,0.001119,0.000727,0.00105,0.001721,0.001944,0.002341,0.002734,0.00383,0.005479,0.008032,0.011064,0.017574,0.028105,0.04532,0.078921,0.115053,0.170981,0.237254,0.311037,0.4688,1,1
0.037427,0.002769,0.001023,0.000729,0.001043,0.001556,0.002021,0.002343,0.003101,0.003742,0.00567,0.007794,0.011026,0.01805,0.028831,0.048032,0.082857,0.12118,0.182757,0.256342,0.338557,0.504468,1,1
0.035574,0.003084,0.001118,0.00078,0.001129,0.001651,0.002045,0.002472,0.003012,0.003714,0.005514,0.008168,0.011781,0.018369,0.030475,0.050823,0.085133,0.122705,0.186727,0.267322,0.369335,0.588275,1,1
0.034696,0.003098,0.001079,0.000827,0.000933,0.001488,0.002041,0.002339,0.002892,0.003825,0.005482,0.00823,0.011508,0.017597,0.030428,0.048686,0.081357,0.123048,0.183741,0.267032,0.38027,0.640777,1,1
0.028729,0.002328,0.000808,0.000679,0.000868,0.001393,0.001803,0.002009,0.002724,0.003778,0.004897,0.007287,0.010902,0.017358,0.02782,0.046289,0.075777,0.116989,0.164582,0.21903,0.274199,0.371771,1,1
0.027183,0.001854,0.000775,0.00067,0.000814,0.001161,0.001642,0.002019,0.002631,0.003419,0.005242,0.007364,0.01047,0.016539,0.027144,0.045612,0.074069,0.12003,0.168116,0.225408,0.281939,0.368405,1,1
0.027821,0.001951,0.000727,0.000572,0.000845,0.001224,0.00163,0.001855,0.002492,0.003251,0.005261,0.007831,0.010658,0.016863,0.02645,0.046836,0.076011,0.120717,0.17574,0.239769,0.305991,0.395501,1.462185,1
0.026071,0.001603,0.000575,0.000503,0.000711,0.001096,0.001524,0.001785,0.002476,0.003264,0.004704,0.00748,0.010077,0.01621,0.026073,0.043969,0.072731,0.116172,0.168977,0.236065,0.313065,0.417902,2.098522,1
0.024184,0.001499,0.000629,0.000473,0.000525,0.0009,0.00134,0.001687,0.00227,0.003328,0.004772,0.007554,0.010797,0.016342,0.026242,0.045893,0.077417,0.122172,0.179707,0.247919,0.318802,0.400235,0.924855,1
0.022784,0.001418,0.000581,0.000444,0.000661,0.000866,0.001048,0.001388,0.002051,0.003032,0.004904,0.006959,0.0101,0.015725,0.025457,0.043212,0.073306,0.114638,0.167003,0.230637,0.29824,0.375852,0.634812,1
0.022343,0.001344,0.000592,0.000544,0.000722,0.000935,0.001048,0.001292,0.002047,0.003161,0.004628,0.006857,0.009959,0.015635,0.025751,0.042773,0.074224,0.118015,0.177273,0.258332,0.360565,0.500653,1.102791,1
0.022978,0.001598,0.000537,0.0005,0.000634,0.000872,0.001066,0.00153,0.001963,0.002886,0.00455,0.007128,0.010008,0.015676,0.025517,0.043509,0.075957,0.120618,0.181062,0.258118,0.346413,0.455877,0.95183,1
0.02129,0.001502,0.000565,0.000462,0.000584,0.000745,0.000987,0.001348,0.001925,0.002867,0.004579,0.006896,0.010105,0.015563,0.025417,0.040711,0.073169,0.119549,0.177477,0.253267,0.337455,0.4352,0.818757,1
0.021159,0.001465,0.000552,0.000335,0.000662,0.000749,0.000909,0.001106,0.001738,0.002477,0.004368,0.006735,0.009605,0.015019,0.023966,0.040713,0.071038,0.113118,0.17354,0.251011,0.34061,0.446905,0.775773,1
0.019823,0.001286,0.00049,0.000397,0.000559,0.0006,0.000911,0.001147,0.001864,0.002674,0.0042,0.006626,0.009162,0.014872,0.023946,0.041545,0.069709,0.113723,0.174196,0.253913,0.345941,0.451339,0.789415,1
0.01969,0.001333,0.000462,0.000374,0.00052,0.000643,0.000664,0.001073,0.001577,0.002512,0.003998,0.005905,0.00883,0.014442,0.023982,0.040088,0.06784,0.108383,0.170911,0.258004,0.369739,0.513265,0.973149,1
0.02007,0.00123,0.000357,0.000361,0.00054,0.000678,0.0008,0.001051,0.001591,0.002357,0.00394,0.005881,0.008991,0.014259,0.024238,0.041243,0.070379,0.116101,0.184116,0.279421,0.390258,0.512531,0.929354,1
0.019593,0.001178,0.000391,0.000367,0.000554,0.000635,0.000811,0.001101,0.001584,0.002473,0.003854,0.00552,0.008767,0.013923,0.023652,0.039384,0.0663,0.108682,0.170142,0.261233,0.36888,0.494212,0.900225,1
0.01857,0.001049,0.000379,0.000352,0.000481,0.000597,0.000668,0.000971,0.001544,0.002401,0.003716,0.005819,0.008414,0.013668,0.021861,0.037857,0.063896,0.101601,0.162602,0.252803,0.360299,0.485979,0.853111,1
0.019309,0.001033,0.000405,0.000302,0.000466,0.000563,0.000718,0.001038,0.001591,0.002387,0.004037,0.005629,0.008766,0.013441,0.022475,0.03875,0.065825,0.106043,0.171758,0.27502,0.408904,0.575664,0.976496,1
0.017991,0.001118,0.000406,0.000314,0.000526,0.00057,0.000705,0.00099,0.001526,0.002447,0.003917,0.00547,0.008406,0.013567,0.022698,0.036606,0.06302,0.103103,0.163581,0.259731,0.392253,0.556013,0.78381,1
0.01764,0.000971,0.000375,0.000305,0.000462,0.000611,0.000739,0.00092,0.001461,0.002089,0.003479,0.005421,0.00783,0.01299,0.021836,0.036424,0.062647,0.098216,0.160583,0.250336,0.386288,0.54308,0.665854,1
0.017971,0.000921,0.000361,0.000269,0.000494,0.000611,0.00066,0.000952,0.001438,0.002229,0.003616,0.005722,0.008029,0.013434,0.02166,0.038062,0.063284,0.101683,0.166012,0.251213,0.384251,0.509957,0.559528,1
0.017472,0.000906,0.00036,0.000264,0.000482,0.000623,0.00073,0.000981,0.001538,0.002382,0.00366,0.005621,0.008466,0.013996,0.02121,0.036917,0.062573,0.099989,0.165961,0.243611,0.360119,0.442402,0.389654,1
0.016778,0.000909,0.00039,0.00032,0.000558,0.000626,0.000695,0.000974,0.001599,0.002404,0.003943,0.005704,0.008637,0.014137,0.021721,0.038602,0.066056,0.106267,0.169924,0.257736,0.361248,0.473144,0.193257,0
0.016188,0.000882,0.000333,0.000293,0.000535,0.000614,0.000753,0.000985,0.001588,0.00231,0.003941,0.00564,0.008473,0.01342,0.021703,0.037398,0.061804,0.101813,0.164992,0.244421,0.379582,0.47364,0.735144,4.090909
0.015849,0.000719,0.000358,0.000258,0.000562,0.000635,0.00069,0.001017,0.001636,0.002198,0.003751,0.005987,0.008823,0.013505,0.022675,0.038383,0.064449,0.104348,0.171206,0.259115,0.32344,0.489157,0.618557,1
0.016072,0.00085,0.000324,0.000237,0.000512,0.000607,0.000701,0.000894,0.00134,0.002379,0.003785,0.005947,0.008618,0.013461,0.021167,0.036543,0.061131,0.098392,0.157911,0.241568,0.336101,0.500287,0.753138,1
0.016153,0.000863,0.000365,0.000257,0.000561,0.000575,0.000604,0.000967,0.001518,0.00235,0.003691,0.005739,0.00873,0.013786,0.022305,0.037174,0.065222,0.104624,0.175394,0.265565,0.413943,0.646616,0.693909,1
0.016096,0.000864,0.00036,0.000251,0.000583,0.000543,0.000674,0.000786,0.001369,0.002236,0.003528,0.005889,0.008418,0.013213,0.021997,0.035442,0.062693,0.095376,0.156124,0.230438,0.340903,0.535444,0.314356,1
0.01542,0.000794,0.00034,0.000324,0.000582,0.000555,0.000687,0.000916,0.001649,0.00229,0.003623,0.005758,0.008737,0.013801,0.022248,0.03843,0.064505,0.102312,0.162066,0.244202,0.365396,0.510147,0.849858,1
