##USA
3797706.44	14883733.61	17122280.5	13714066.18	10982402.73	10180934.25	11577852.04	12284945.2	11843764.86	11056168.85	10198281.17	8771013.06	7818886.7	6880902.93	5719578.59	4191368.73	2606019.92	1443801.44	587422.39	156210.48	29088.2	3784.68	797.63	297.02
3925160.25	15212607.2	17554758.34	14415447.74	11359630.15	10160509.57	11434254.82	12216367.11	12042432.44	11187537.61	10362708.31	8950804.84	7917214.24	6975899.55	5840923.23	4324225.82	2696071.22	1500718.86	610354.97	165908.94	31060.09	3926.52	793.94	297.09
4030531.54	15543704.7	17694588.94	15225260.81	11957506.86	10258758.92	11217150.69	12149449.32	12182492.71	11306144.41	10526047.2	9143918.8	8036878.43	7018391.54	5975971.28	4450475.55	2793590.45	1539609.67	637277.51	174481.21	32012.73	3938.37	772.41	293.02
4085035.69	15943058.72	18144820.49	15886188.25	12654972.24	10554012.53	11042119.81	12124008.04	12352311.76	11462146.64	10717419.77	9365353.41	8223028.40	7069368.96	6108997.00	4589209.49	2908327.15	1582972.77	661131.13	183225.91	33118.71	4047.12	743.20	286.06
4095587.59	16162823.5	18577694.24	16573711.9	13122610.8	10776254.8	10875857.53	11976805.48	12448093.14	11574129.21	10842885.44	9561684.78	8389846.65	7123079.25	6221981.2	4714265.84	3025111.02	1629075.12	687174.42	194377.94	34433.14	4361.52	716.98	283.97
4133503.47	16298504.01	19003510.19	17381718.56	13485458.18	11045983.57	10789906.84	11821769.84	12482000	11723731.53	10942287.55	9766369.95	8558095.77	7177546.52	6320280.26	4841306.15	3129643.92	1686278.54	716493.39	206111.51	35697.42	4675.47	704.17	288.12
4128247.26	16367210.99	19419144.83	17814641.61	14237959.19	11437589.05	10748980.82	11641736.96	12447405.47	11904263.04	11018490.81	9959117.25	8757890.97	7230765.74	6385724.66	4977673.46	3222369.65	1736953.73	748292.04	214075.74	38048.09	4926.9	730.29	261.81
4048032.91	16356954.76	19818998	17961318.83	15119017.95	12025019.18	10795646.58	11447230.11	12353336.97	12095260.3	11092481.37	10118374.67	8987488.55	7295449.45	6427872.86	5106313.05	3304299.85	1801744.99	766844.07	224450.96	39714.36	5076.12	693.28	237.45
3979591.55	16273364.42	20116214.71	18337948.69	15781607.22	12670249.33	10949775.36	11246720.52	12213780.8	12260191.8	11181743.08	10257812.9	9214766.7	7381579.42	6468248.18	5216810.26	3385779.35	1865914.72	784489.53	230730.79	40927.58	5156.01	672.44	227.83
3858208.8	16135677.04	20306916.11	18798605.06	16538362.02	13174632.88	11138241.11	11092356.14	12043252.03	12360583.57	11296301.66	10388829.09	9414433.99	7502470.16	6521122.63	5302017.28	3470437.1	1947572.51	809975.45	241040.39	43777.82	5286.81	714.77	236.71
3662403.38	15852660.45	20475802.38	19263869.42	17367591.38	13509786.3	11373904.12	11000893.14	11857739.7	12389495.89	11441057.81	10513455.88	9578457.51	7663713.43	6580940.23	5357416.57	3555811.27	2010116.45	843512.77	253153.61	47071.02	5459.55	759.37	248.68
3502528.69	15381828.62	20553242.67	19720926.09	17801183.49	14091304.12	11733079.46	10956986.3	11665734.22	12363934.24	11621785.68	10633919.17	9708631.78	7871200.34	6647360.19	5388725.26	3648286.55	2071228.73	871597.36	264880.14	48808.25	5786.11	743.88	235.96
3408079.47	14828993.37	20473560.32	20160579.29	17990416.38	14811169.86	12285432.89	11014169.86	11463210.93	12286854.78	11816788.62	10755591.16	9807710.31	8112103.59	6726205.26	5404540.62	3738513.21	2122733.83	912475.49	274390.2	52258.57	6266.3	812.65	233.91
3389538.25	14254188.9	20328300.4	20499523.24	18406695.98	15412476.7	12873178.09	11182290.43	11255720.52	12160799.98	11981978.14	10891742.75	9886086	8352422.38	6824641.32	5415415.68	3812261.94	2207108.13	951180.62	282072.31	54001.47	6672.21	828.47	231.78
3460913.11	13810057.76	20080419.05	20747804.25	18927514.74	16174610.96	13363164.38	11397800.01	11116898.62	12024326.01	12095348.17	11064132.87	9963400.28	8571988.25	6953654.49	5444125.34	3857669.62	2281309.24	999573.22	292934.77	56516.41	7229.2	869.03	246.6
3555126.02	13650479.45	19656783.53	20975331.51	19473663	17143041.11	13766441.1	11675460.28	11066463.01	11893816.44	12134490.4	11267287.66	10047115.08	8774268.49	7097693.17	5490564.38	3929158.92	2353726.98	1044664.47	312160.29	60734.93	7934.28	966.07	250.75
